ArrayOrder:	1,	 DatasetArray:	D1A11, 	5oclock shadow: yes (43%), age: 27 (60%), arched eyebrows: no (50%), attractive: no (19%), bags under eyes: no (10%), bald: no (99%), bangs: no (79%), beard: yes (3%), big lips: no (41%), big nose: no (14%), black hair: yes (59%), blond hair: no, blurry: no (79%), brown hair: no (62%), bushy eyebrows: yes (91%), chubby: no (54%), double chin: no (81%), expression: neutral (75%), gender: male (99%), glasses: no, goatee: no (43%), gray hair: no, heavy makeup: no (96%), high cheekbones: no (67%), mouth open: no, mustache: no (37%), narrow eyes: no (78%), oval face: yes (50%), pale skin: no (79%), pitch: -10.01, pointy nose: no (65%), race: white (98%), receding hairline: no (74%), rosy cheeks: no (98%), sideburns: no (55%), straight hair: yes (19%), wavy hair: no (79%), wearing earrings: no (74%), wearing hat: no (35%), wearing lipstick: no, wearing necklace: no, wearing necktie: no (3%), yaw: 1.06, young: yes (86%), chin size: extra large, color eyes: 563c2f (57%), color hair: 0e0502 (87%), color skin: 9b6140, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: low, eyes distance: far, eyes position: average, eyes shape: round, glasses rim: no, hair beard: none, hair color type: black (87%), hair forehead: yes, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: extra rect, head width: extra narrow, mouth corners: average, mouth height: thin, mouth width: small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,
ArrayOrder:	GT,	 DatasetArray:	D5A11, 	5oclock shadow: no (65%), age: 35 (60%), arched eyebrows: no (18%), attractive: no (83%), bags under eyes: no (15%), bald: yes (5%), bangs: no, beard: no (61%), big lips: yes (14%), big nose: yes (27%), black hair: yes (87%), blond hair: no, blurry: no (44%), brown hair: no, bushy eyebrows: no (36%), chubby: yes (19%), double chin: no (16%), expression: neutral (89%), gender: male (24%), glasses: no, goatee: no (82%), gray hair: no (49%), heavy makeup: no (98%), high cheekbones: no (56%), mouth open: no (98%), mustache: no (66%), narrow eyes: no, oval face: yes (36%), pale skin: no (57%), pitch: -9.96, pointy nose: no (97%), race: white, receding hairline: yes (95%), rosy cheeks: no, sideburns: no, straight hair: yes (3%), wavy hair: no, wearing earrings: no (15%), wearing hat: no (84%), wearing lipstick: no (82%), wearing necklace: no (48%), wearing necktie: no (13%), yaw: 2.29, young: yes (11%), chin size: extra large, color background: f5fcfd (4%), color clothes middle: 74664d (12%), color eyes: 495655 (54%), color hair: 34352b (83%), color skin: b2866c, eyebrows corners: low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: far, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: black (83%), hair forehead: no, hair length: long, hair mustache: none, hair sides: average, hair top: average, head shape: extra rect, head width: narrow, mouth corners: extra low, mouth height: thin, mouth width: extra small, nose shape: extra straight, nose width: extra narrow, teeth visible: no,
ArrayOrder:	IT,	 DatasetArray:	D5A11, 	5oclock shadow: no (8%), age: 19 (60%), arched eyebrows: no (22%), attractive: no, bags under eyes: no (36%), bald: yes (5%), bangs: no, beard: no (2%), big lips: yes (32%), big nose: yes (52%), black hair: yes, blond hair: no, blurry: no (55%), brown hair: no, bushy eyebrows: no (6%), chubby: yes (41%), double chin: no (2%), expression: neutral, gender: male (85%), glasses: no, goatee: no (29%), gray hair: no (67%), heavy makeup: no (92%), high cheekbones: no (59%), mouth open: no (77%), mustache: no (10%), narrow eyes: no, oval face: yes (29%), pale skin: no, pitch: -9.92, pointy nose: no (95%), race: white, receding hairline: yes (78%), rosy cheeks: no (81%), sideburns: no (62%), straight hair: yes (2%), wavy hair: no, wearing earrings: no (21%), wearing hat: no (66%), wearing lipstick: no (93%), wearing necklace: no (52%), wearing necktie: yes (0%), yaw: -7.33, young: yes (4%), chin size: extra large, color background: 435e5e (0%), color clothes middle: 4c2f23 (1%), color eyes: 6e3b35 (28%), color hair: 3b2b26 (60%), color skin: f69784, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: close, eyes position: low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (60%), hair forehead: no, hair length: none, hair mustache: none, hair sides: very thin, hair top: short, head shape: extra rect, head width: extra narrow, mouth corners: extra low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: narrow, teeth visible: no,
ArrayOrder:	1,	 DatasetArray:	D5A12, 	5oclock shadow: no (17%), age: 25 (60%), arched eyebrows: no (51%), attractive: no (99%), bags under eyes: no (7%), bald: no (51%), bangs: no, beard: no (47%), big lips: no (9%), big nose: yes (10%), black hair: yes, blond hair: no, blurry: no (59%), brown hair: no, bushy eyebrows: yes (65%), chubby: yes (8%), double chin: no (34%), expression: neutral, gender: male (69%), glasses: no, goatee: no (72%), gray hair: no (86%), heavy makeup: no, high cheekbones: no (71%), mouth open: no (71%), mustache: no (45%), narrow eyes: no (95%), oval face: yes (10%), pale skin: no, pitch: -10.47, pointy nose: no (90%), race: white (82%), receding hairline: no (1%), rosy cheeks: no, sideburns: no (93%), straight hair: yes (56%), wavy hair: no, wearing earrings: no (49%), wearing hat: no (66%), wearing lipstick: no (93%), wearing necklace: no (69%), wearing necktie: yes (3%), yaw: 0.37, young: yes (21%), chin size: extra small, color background: 344649 (0%), color beard: b46555 (57%), color clothes middle: a2594e (3%), color eyes: 4d322e (89%), color hair: 2d231e (82%), color skin: f4a981, eyebrows corners: average, eyebrows position: low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: brown (82%), hair forehead: no, hair length: none, hair mustache: none, hair sides: thin, hair top: short, head shape: average, head width: average, mouth corners: extra low, mouth height: thick, mouth width: extra small, nose shape: extra straight, nose width: extra wide, teeth visible: no,
ArrayOrder:	2,	 DatasetArray:	D5A12, 	5oclock shadow: no (96%), age: 26 (60%), arched eyebrows: yes (80%), attractive: no (69%), bags under eyes: no (70%), bald: no (60%), bangs: no, beard: no (75%), big lips: yes (2%), big nose: no (43%), black hair: yes (62%), blond hair: no, blurry: no (3%), brown hair: no (44%), bushy eyebrows: no (18%), chubby: no (15%), double chin: no (52%), expression: neutral, gender: female (90%), glasses: no, goatee: no (68%), gray hair: no, heavy makeup: yes (5%), high cheekbones: no (56%), mouth open: no (89%), mustache: no (72%), narrow eyes: yes (20%), oval face: yes (20%), pale skin: no, pitch: -10.19, pointy nose: no (52%), race: white (99%), receding hairline: yes (55%), rosy cheeks: no (76%), sideburns: no (85%), straight hair: no (11%), wavy hair: no (33%), wearing earrings: yes (50%), wearing hat: no (96%), wearing lipstick: yes (29%), wearing necklace: no (1%), wearing necktie: no (96%), yaw: 0.21, young: yes (42%), chin size: small, color background: 547175 (0%), color clothes middle: ca703c (5%), color eyes: 4c2e1f (68%), color hair: 432d1b (60%), color skin: eea66e, eyebrows corners: extra low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (60%), hair forehead: no, hair length: long, hair mustache: none, hair sides: average, hair top: short, head shape: extra rect, head width: narrow, mouth corners: low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: wide, teeth visible: no,
ArrayOrder:	3,	 DatasetArray:	D5A12, 	5oclock shadow: no, age: 25 (60%), arched eyebrows: no (46%), attractive: no (85%), bags under eyes: no (68%), bald: no (68%), bangs: no (55%), beard: no (99%), big lips: no (37%), big nose: no (65%), black hair: yes (98%), blond hair: no (86%), blurry: yes (25%), brown hair: no (78%), bushy eyebrows: no (60%), chubby: no (41%), double chin: no (84%), expression: neutral (88%), gender: female (67%), glasses: no, goatee: no, gray hair: no, heavy makeup: no (85%), high cheekbones: no (50%), mouth open: no (53%), mustache: no (96%), narrow eyes: no (79%), oval face: yes (51%), pale skin: no (91%), pitch: -10.1, pointy nose: no, race: white (97%), receding hairline: yes (11%), rosy cheeks: no, sideburns: no, straight hair: yes (24%), wavy hair: no (89%), wearing earrings: yes (13%), wearing hat: no (64%), wearing lipstick: no (53%), wearing necklace: no (26%), wearing necktie: no, yaw: -2.01, young: yes (48%), chin size: large, color clothes middle: e37c41 (15%), color eyes: 3e1f12 (69%), color hair: 31211a (81%), color skin: f7bb6f, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (81%), hair forehead: no, hair length: none, hair mustache: none, hair sides: thin, hair top: short, head shape: extra rect, head width: extra narrow, mouth corners: extra low, mouth height: thin, mouth width: extra small, nose shape: extra straight, nose width: narrow, teeth visible: no,
ArrayOrder:	4,	 DatasetArray:	D5A12, 	5oclock shadow: no (7%), age: 23 (60%), arched eyebrows: no (70%), attractive: no (97%), bags under eyes: no (52%), bald: no (70%), bangs: no, beard: no (12%), big lips: no (62%), big nose: no (28%), black hair: yes (99%), blond hair: no, blurry: yes (30%), brown hair: no (84%), bushy eyebrows: no (11%), chubby: no (14%), double chin: no (50%), expression: neutral (97%), gender: male (66%), glasses: no, goatee: no (46%), gray hair: no (96%), heavy makeup: no (96%), high cheekbones: no (69%), mouth open: no (63%), mustache: no (37%), narrow eyes: no (48%), oval face: yes (34%), pale skin: no, pitch: -10.17, pointy nose: no, race: hispanic (77%), receding hairline: no (13%), rosy cheeks: no, sideburns: no (61%), straight hair: yes (10%), wavy hair: no (61%), wearing earrings: no (61%), wearing hat: no (68%), wearing lipstick: no, wearing necklace: no (83%), wearing necktie: no (40%), yaw: 1.52, young: yes (15%), chin size: extra large, color background: 1d2729 (0%), color beard: ae653b (66%), color clothes middle: a5663c (10%), color eyes: 502d1c (66%), color hair: 412310 (30%), color skin: f2b86e, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: close, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: thick, hair color type: brown (30%), hair forehead: no, hair length: long, hair mustache: none, hair sides: average, hair top: short, head shape: extra rect, head width: extra narrow, mouth corners: extra low, mouth height: average, mouth width: extra small, nose shape: extra straight, nose width: narrow, teeth visible: no,
ArrayOrder:	5,	 DatasetArray:	D5A12, 	5oclock shadow: no (42%), age: 27 (60%), arched eyebrows: no (28%), attractive: no, bags under eyes: no (16%), bald: no (24%), bangs: no (88%), beard: no (53%), big lips: no (2%), big nose: yes (30%), black hair: yes (24%), blond hair: no, blurry: no (34%), brown hair: no (24%), bushy eyebrows: no (57%), chubby: yes (23%), double chin: no (16%), expression: neutral, gender: male (33%), glasses: no, goatee: no (70%), gray hair: no (58%), heavy makeup: no (96%), high cheekbones: no (57%), mouth open: no (92%), mustache: no (59%), narrow eyes: no, oval face: yes (30%), pale skin: no, pitch: -9.1, pointy nose: no, race: white, receding hairline: yes (51%), rosy cheeks: no (86%), sideburns: no (95%), straight hair: yes (23%), wavy hair: no (85%), wearing earrings: no (24%), wearing hat: no (93%), wearing lipstick: no (80%), wearing necklace: no (36%), wearing necktie: no (24%), yaw: -10.22, young: no (14%), chin size: extra small, color background: 4f6e6e (0%), color clothes middle: fef4ee (30%), color eyes: 5d3415 (52%), color hair: 3c2b1b (92%), color skin: f2a158, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (92%), hair forehead: no, hair length: long, hair mustache: none, hair sides: average, hair top: average, head shape: heart, head width: extra narrow, mouth corners: extra low, mouth height: thin, mouth width: extra small, nose shape: extra straight, nose width: extra wide, teeth visible: no,
ArrayOrder:	GT,	 DatasetArray:	D5A12, 	5oclock shadow: no (70%), age: 28 (60%), arched eyebrows: yes (17%), attractive: no (83%), bags under eyes: no (78%), bald: no (74%), bangs: no (91%), beard: no (83%), big lips: yes (14%), big nose: no (34%), black hair: yes, blond hair: no, blurry: no (35%), brown hair: no (93%), bushy eyebrows: yes (45%), chubby: no (36%), double chin: no (62%), expression: neutral, gender: female (36%), glasses: no, goatee: no (90%), gray hair: no, heavy makeup: no (44%), high cheekbones: no (64%), mouth open: no (36%), mustache: no (86%), narrow eyes: no (48%), oval face: yes (4%), pale skin: no, pitch: -10.02, pointy nose: no (38%), race: white, receding hairline: yes (10%), rosy cheeks: no (79%), sideburns: no, straight hair: yes (20%), wavy hair: no (80%), wearing earrings: yes (26%), wearing hat: no (54%), wearing lipstick: no (23%), wearing necklace: no (14%), wearing necktie: no (84%), yaw: -4.48, young: yes (62%), chin size: large, color background: 526e72 (0%), color clothes middle: fdf6f0 (20%), color eyes: 3d2615 (66%), color hair: 241917 (77%), color skin: ec9a59, eyebrows corners: extra low, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: extra low, eyes distance: average, eyes position: average, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (77%), hair forehead: no, hair length: average, hair mustache: none, hair sides: average, hair top: short, head shape: extra rect, head width: extra narrow, mouth corners: extra low, mouth height: average, mouth width: extra small, nose shape: straight, nose width: wide, teeth visible: no,
ArrayOrder:	IT,	 DatasetArray:	D5A12, 	5oclock shadow: no (48%), age: 42 (60%), arched eyebrows: no (65%), attractive: no (85%), bags under eyes: no (47%), bald: no (41%), bangs: no (67%), beard: no (51%), big lips: no (37%), big nose: no (27%), black hair: yes (87%), blond hair: no, blurry: no (1%), brown hair: no (78%), bushy eyebrows: no (84%), chubby: no (19%), double chin: no (53%), expression: neutral (95%), gender: male (26%), glasses: no, goatee: no (79%), gray hair: no (80%), heavy makeup: no (96%), high cheekbones: no (63%), mouth open: no (50%), mustache: no (70%), narrow eyes: no (74%), oval face: yes (47%), pale skin: no (63%), pitch: -9.92, pointy nose: no, race: white, receding hairline: yes (33%), rosy cheeks: no, sideburns: no (92%), straight hair: yes (38%), wavy hair: no, wearing earrings: no (29%), wearing hat: no (81%), wearing lipstick: no (84%), wearing necklace: no (61%), wearing necktie: no (43%), yaw: 1.65, young: yes (11%), chin size: extra large, color background: 1c2627 (1%), color clothes middle: 775333 (0%), color eyes: 613315 (51%), color hair: 352c1c (81%), color skin: eea75b, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: raised, eyes distance: average, eyes position: low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (81%), hair forehead: no, hair length: very short, hair mustache: none, hair sides: thin, hair top: short, head shape: extra rect, head width: narrow, mouth corners: extra low, mouth height: average, mouth width: extra small, nose shape: straight, nose width: narrow, teeth visible: no,
ArrayOrder:	1,	 DatasetArray:	D5A13, 	5oclock shadow: no, age: 17 (60%), arched eyebrows: yes (45%), attractive: yes (9%), bags under eyes: no, bald: no (51%), bangs: no, beard: no, big lips: no (31%), big nose: no (75%), black hair: yes (14%), blond hair: no, blurry: no (76%), brown hair: yes (14%), bushy eyebrows: no (51%), chubby: no (48%), double chin: no (78%), expression: neutral, gender: female (98%), glasses: no, goatee: no, gray hair: no (85%), heavy makeup: yes (31%), high cheekbones: no (69%), mouth open: no (82%), mustache: no, narrow eyes: no, oval face: yes (97%), pale skin: no (61%), pitch: -8.8, pointy nose: no (49%), race: white (64%), receding hairline: yes (53%), rosy cheeks: no (63%), sideburns: no, straight hair: yes (27%), wavy hair: no (47%), wearing earrings: yes (37%), wearing hat: no, wearing lipstick: yes (60%), wearing necklace: no (16%), wearing necktie: no (77%), yaw: 1.25, young: yes (61%), chin size: extra small, color clothes middle: 30231e (3%), color eyes: 513c37 (57%), color hair: 3e2e28 (91%), color skin: b47755, eyebrows corners: average, eyebrows position: extra low, eyebrows size: extra thin, eyes corners: average, eyes distance: average, eyes position: extra low, eyes shape: extra round, glasses rim: no, hair beard: none, hair color type: brown (91%), hair forehead: no, hair length: very long, hair mustache: none, hair sides: average, hair top: short, head shape: heart, head width: narrow, mouth corners: extra low, mouth height: thin, mouth width: extra small, nose shape: extra straight, nose width: average, teeth visible: no,
